statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category
Relapse is a synonym of a meal.,relapse,meal,"backsliding, lapse, lapsing, relapsing, reversion, reverting",false,false,true,false,false,synonyms
Whatchamacallit is a synonym of a mamey.,whatchamacallit,mamey,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,false,true,false,false,synonyms
Hertz is not a synonym of a hz.,hertz,hz,"cps, cycle, cycle per second, cycles/second, hz",false,true,true,false,false,synonyms
Vexation is not a synonym of a tnt.,vexation,tnt,"annoyance, annoying, irritation",true,true,true,false,false,synonyms
Frangipani is not a synonym of a vicinity.,frangipani,vicinity,frangipanni,true,true,true,false,false,synonyms
Software is a synonym of a shi'ite muslim.,software,shi'ite muslim,"computer software, package, software package, software program, software system",false,false,true,false,false,synonyms
Consumption is a synonym of a captaincy.,consumption,captaincy,"phthisis, pulmonary tuberculosis, wasting disease, white plague",false,false,true,false,false,synonyms
Typeface is a synonym of a ginmill.,typeface,ginmill,"case, face, font, fount",false,false,true,false,false,synonyms
Catamount is a synonym of sightlessness.,catamount,sightlessness,"cougar, felis concolor, mountain lion, painter, panther, puma",false,false,true,false,false,synonyms
Defeat is not a synonym of a frustration.,defeat,frustration,frustration,false,true,true,false,false,synonyms
Protrusion is not a synonym of a jutting.,protrusion,jutting,"jut, jutting, projection",false,true,true,false,false,synonyms
Grapple is not a synonym of a grappling.,grapple,grappling,"grappling, hand-to-hand struggle, wrestle, wrestling",false,true,true,false,false,synonyms
Standpoint is not a synonym of an integrating.,standpoint,integrating,"point of view, stand, viewpoint",true,true,true,false,false,synonyms
Railway is not a synonym of a railroad track.,railway,railroad track,"railroad, railroad track",false,true,true,false,false,synonyms
Docker is a synonym of a fire warden.,docker,fire warden,"dock-walloper, dock worker, dockhand, dockworker, loader, longshoreman, lumper, stevedore",false,false,true,false,false,synonyms
Adductor is not a synonym of a forking.,adductor,forking,adductor muscle,true,true,true,false,false,synonyms
Morals is not a synonym of a lady of the house.,morals,lady of the house,"ethical motive, ethics, morality",true,true,true,false,false,synonyms
Collaborator is not a synonym of a closing.,collaborator,closing,"confederate, henchman, partner in crime",true,true,true,false,false,synonyms
Immunization is a synonym of an immunisation.,immunization,immunisation,immunisation,true,false,true,false,false,synonyms
Ml is not a synonym of a pr.,ml,pr,"cc, cubic centimeter, cubic centimetre, mil, milliliter, millilitre",true,true,true,false,false,synonyms
Candidate is not a synonym of a nominee.,candidate,nominee,"campaigner, nominee",false,true,true,false,false,synonyms
Surname is not a synonym of a puzzlement.,surname,puzzlement,"cognomen, family name, last name",true,true,true,false,false,synonyms
Disability is a synonym of a handicap.,disability,handicap,"disablement, handicap, impairment",true,false,true,false,false,synonyms
Permanency is a synonym of a permanence.,permanency,permanence,permanence,true,false,true,false,false,synonyms
Doings is not a synonym of a pictorial representation.,doings,pictorial representation,"behavior, behaviour, conduct",true,true,true,false,false,synonyms
Decadence is a synonym of a crisphead lettuce.,decadence,crisphead lettuce,"decadency, degeneracy, degeneration",false,false,true,false,false,synonyms
Engram is a synonym of a memory trace.,engram,memory trace,memory trace,true,false,true,false,false,synonyms
Demagoguery is not a synonym of a blood cell.,demagoguery,blood cell,demagogy,true,true,true,false,false,synonyms
Oculist is not a synonym of laxness.,oculist,laxness,optometrist,true,true,true,false,false,synonyms
Shootout is not a synonym of a battle of solferino.,shootout,battle of solferino,"gunfight, gunplay",true,true,true,false,false,synonyms
Pyjama is a synonym of a pajama.,pyjama,pajama,"jammies, pajama, pj's",true,false,true,false,false,synonyms
Peril is not a synonym of a milometer.,peril,milometer,"endangerment, hazard, jeopardy, risk",true,true,true,false,false,synonyms
Caressing is a synonym of a triad.,caressing,triad,"cuddling, fondling, hugging, kissing, necking, petting, smooching, snuggling",false,false,true,false,false,synonyms
Bunch is not a synonym of os.,bunch,os,"clump, cluster, clustering",true,true,true,false,false,synonyms
Rounding is not a synonym of a rounding error.,rounding,rounding error,rounding error,false,true,true,false,false,synonyms
Decadence is not a synonym of a recoverer.,decadence,recoverer,"decadency, degeneracy, degeneration",true,true,true,false,false,synonyms
Maidservant is a synonym of an expender.,maidservant,expender,"amah, housemaid, maid",false,false,true,false,false,synonyms
Manatee is not a synonym of trichechus manatus.,manatee,trichechus manatus,trichechus manatus,false,true,true,false,false,synonyms
Adductor is a synonym of an adductor muscle.,adductor,adductor muscle,adductor muscle,true,false,true,false,false,synonyms
Goody is a synonym of a treat.,goody,treat,"dainty, delicacy, kickshaw, treat",true,false,true,false,false,synonyms
Chooser is a synonym of a selector.,chooser,selector,"picker, selector",true,false,true,false,false,synonyms
Salary is a synonym of a fraternisation.,salary,fraternisation,"earnings, pay, remuneration, wage",false,false,true,false,false,synonyms
Hi is not a synonym of a nightwalker.,hi,nightwalker,"hello, how-do-you-do, howdy, hullo",true,true,true,false,false,synonyms
Pecs is not a synonym of a pectoral muscle.,pecs,pectoral muscle,"musculus pectoralis, pectoral, pectoral muscle, pectoralis",false,true,true,false,false,synonyms
Moonflower is not a synonym of a belle de nuit.,moonflower,belle de nuit,"belle de nuit, ipomoea alba",false,true,true,false,false,synonyms
Rotting is a synonym of a putrefaction.,rotting,putrefaction,"breakdown, decomposition, putrefaction, rot",true,false,true,false,false,synonyms
Cringle is not a synonym of a loop.,cringle,loop,"eyelet, grommet, grummet, loop",false,true,true,false,false,synonyms
Grimness is not a synonym of rigorousness.,grimness,rigorousness,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",false,true,true,false,false,synonyms
Playfulness is a synonym of a gaiety.,playfulness,gaiety,gaiety,true,false,true,false,false,synonyms
Aspergillus is a synonym of genus aspergillus.,aspergillus,genus aspergillus,genus aspergillus,true,false,true,false,false,synonyms
Windsock is a synonym of cervus unicolor.,windsock,cervus unicolor,"air-sleeve, air sock, drogue, sock, wind cone, wind sleeve, wind sock",false,false,true,false,false,synonyms
Chasse is a synonym of a submarine.,chasse,submarine,sashay,false,false,true,false,false,synonyms
Mo is a synonym of a molybdenum.,mo,molybdenum,"atomic number 42, molybdenum",true,false,true,false,false,synonyms
Candor is a synonym of a hf.,candor,hf,"candidness, candour, directness, forthrightness, frankness",false,false,true,false,false,synonyms
Obnoxiousness is not a synonym of hatefulness.,obnoxiousness,hatefulness,"hatefulness, objectionableness",false,true,true,false,false,synonyms
Candor is not a synonym of a shepherd.,candor,shepherd,"candidness, candour, directness, forthrightness, frankness",true,true,true,false,false,synonyms
Cony is not a synonym of a git.,cony,git,"coney, mouse hare, pika, rock rabbit",true,true,true,false,false,synonyms
Foyer is a synonym of a hall.,foyer,hall,"antechamber, anteroom, entrance hall, hall, lobby, vestibule",true,false,true,false,false,synonyms
Arteriosclerosis is not a synonym of an induration of the arteries.,arteriosclerosis,induration of the arteries,"arterial sclerosis, coronary-artery disease, hardening of the arteries, induration of the arteries",false,true,true,false,false,synonyms
Ml is a synonym of a cubic centimeter.,ml,cubic centimeter,"cc, cubic centimeter, cubic centimetre, mil, milliliter, millilitre",true,false,true,false,false,synonyms
Collaborator is not a synonym of a glad.,collaborator,glad,"confederate, henchman, partner in crime",true,true,true,false,false,synonyms
Owl is not a synonym of a continuation.,owl,continuation,"bird of minerva, bird of night, hooter",true,true,true,false,false,synonyms
Tansy is a synonym of a deception.,tansy,deception,"golden buttons, scented fern, tanacetum vulgare",false,false,true,false,false,synonyms
Haystack is a synonym of gameness.,haystack,gameness,"hayrick, rick",false,false,true,false,false,synonyms
Candor is not a synonym of a format.,candor,format,"candidness, candour, directness, forthrightness, frankness",true,true,true,false,false,synonyms
Hoagy is a synonym of a cuban sandwich.,hoagy,cuban sandwich,"bomber, cuban sandwich, grinder, hero, hero sandwich, hoagie, italian sandwich, poor boy, sub, submarine, submarine sandwich, torpedo, wedge, zep",true,false,true,false,false,synonyms
Prosecutor is a synonym of a prosecuting officer.,prosecutor,prosecuting officer,"prosecuting attorney, prosecuting officer, public prosecutor",true,false,true,false,false,synonyms
Guncotton is a synonym of a foot.,guncotton,foot,"cellulose nitrate, nitrocellulose, nitrocotton",false,false,true,false,false,synonyms
Curing is a synonym of a solidifying.,curing,solidifying,"hardening, set, solidification, solidifying",true,false,true,false,false,synonyms
Tubful is not a synonym of a luteinizing hormone.,tubful,luteinizing hormone,tub,true,true,true,false,false,synonyms
Foreword is a synonym of a preface.,foreword,preface,"preface, prolusion",true,false,true,false,false,synonyms
Expansiveness is a synonym of a knocker.,expansiveness,knocker,"effusiveness, expansivity",false,false,true,false,false,synonyms
Grimness is not a synonym of a film.,grimness,film,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",true,true,true,false,false,synonyms
Pajama is a synonym of a drool.,pajama,drool,"jammies, pj's, pyjama",false,false,true,false,false,synonyms
Trailhead is a synonym of a trail head.,trailhead,trail head,trail head,true,false,true,false,false,synonyms
Gladiola is a synonym of gladiolus.,gladiola,gladiolus,"glad, gladiolus, sword lily",true,false,true,false,false,synonyms
Grimness is a synonym of an asperity.,grimness,asperity,"asperity, hardship, rigor, rigorousness, rigour, rigourousness, severeness, severity",true,false,true,false,false,synonyms
Whatchamacallit is not a synonym of a gismo.,whatchamacallit,gismo,"doodad, doohickey, doojigger, gimmick, gismo, gizmo, gubbins, thingamabob, thingamajig, thingmabob, thingmajig, thingumabob, thingumajig, thingummy, whatchamacallum, whatsis, widget",false,true,true,false,false,synonyms
Changer is a synonym of a record changer.,changer,record changer,"auto-changer, record changer",true,false,true,false,false,synonyms
Incrimination is not a synonym of a mountain.,incrimination,mountain,"blame, inculpation",true,true,true,false,false,synonyms
Context is not a synonym of a setting.,context,setting,"circumstance, setting",false,true,true,false,false,synonyms
Clod is a synonym of a welfare worker.,clod,welfare worker,"ball, chunk, clump, glob, lump",false,false,true,false,false,synonyms
Goody is a synonym of a kickshaw.,goody,kickshaw,"dainty, delicacy, kickshaw, treat",true,false,true,false,false,synonyms
Trine is not a synonym of a selector.,trine,selector,"3, deuce-ace, iii, leash, tercet, ternary, ternion, terzetto, three, threesome, tierce, trey, triad, trinity, trio, triplet, troika",true,true,true,false,false,synonyms
Insistence is a synonym of a blood corpuscle.,insistence,blood corpuscle,"imperativeness, insistency, press, pressure",false,false,true,false,false,synonyms
Backdrop is a synonym of a backcloth.,backdrop,backcloth,"backcloth, background",true,false,true,false,false,synonyms
Grime is not a synonym of a rot.,grime,rot,"dirt, filth, grease, grunge, soil, stain",true,true,true,false,false,synonyms
Jamming is not a synonym of a jam.,jamming,jam,"electronic jamming, jam",false,true,true,false,false,synonyms
Defacement is not a synonym of a harvest mite.,defacement,harvest mite,"disfiguration, disfigurement, mutilation",true,true,true,false,false,synonyms
Slobber is not a synonym of a drivel.,slobber,drivel,"dribble, drivel, drool",false,true,true,false,false,synonyms
Proletariat is a synonym of a labor.,proletariat,labor,"labor, labour, working class",true,false,true,false,false,synonyms
Stetson is not a synonym of a homburg.,stetson,homburg,"fedora, felt hat, homburg, trilby",false,true,true,false,false,synonyms
Grapple is not a synonym of a wrestling.,grapple,wrestling,"grappling, hand-to-hand struggle, wrestle, wrestling",false,true,true,false,false,synonyms
